Holdings details

Total Stock Market ETF (VTI)


Equity,as of 06/30/2021

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SECTOR,COUNTRY,SECURITY DEPOSITORY RECEIPT TYPE,MARKET VALUE*,SHARES
,BMGS7L1,EyePoint Pharmaceuticals Inc.,EYPT,<0.01%,Pharmaceuticals,US,---,"$6,315,771.67","702,533"
,2683313,Central Valley Community Bancorp,CVCY,<0.01%,Regional Banks,US,---,"$6,304,431.25","312,875"
,BP09YX2,FTC Solar Inc.,FTCI,<0.01%,Electrical Components & Equipment,US,---,"$6,251,973.20","469,720"
,2120865,Farmers & Merchants Bancorp Inc./Archbold OH,FMAO,<0.01%,Regional Banks,US,---,"$6,239,167.16","285,938"
,BH3N8W2,Concrete Pumping Holdings Inc.,BBCP,<0.01%,Construction & Engineering,US,---,"$6,237,604.45","736,435"
,BMDXB06,SkyWater Technology Inc.,SKYT,<0.01%,Semiconductors,US,---,"$6,224,355.75","217,255"
,BMDNMR0,Ocwen Financial Corp.,OCN,<0.01%,Thrifts & Mortgage Finance,US,---,"$6,222,983.58","200,871"
,BMHVC92,MyMD Pharmaceuticals Inc.,MYMD,<0.01%,Pharmaceuticals,US,---,"$6,209,910.00","985,700"
,2798466,Preformed Line Products Co.,PLPC,<0.01%,Electrical Components & Equipment,US,---,"$6,204,455.60","83,618"
,BKV26Q2,Oyster Point Pharma Inc.,OYST,<0.01%,Biotechnology,US,---,"$6,200,175.15","360,685"
,B1TGYD6,Ring Energy Inc.,REI,<0.01%,Oil & Gas Exploration & Production,US,---,"$6,195,989.18","2,079,191"
,B2RB076,Maiden Holdings Ltd.,MHLD,<0.01%,Reinsurance,US,---,"$6,175,268.88","1,832,424"
,B0M02F6,First Business Financial Services Inc.,FBIZ,<0.01%,Regional Banks,US,---,"$6,168,792.81","227,883"
,BWTNW74,Professional Holding Corp.,PFHD,<0.01%,Regional Banks,US,---,"$6,165,831.32","342,166"
,2122883,Marlin Business Services Corp.,MRLN,<0.01%,Specialized Finance,US,---,"$6,158,287.00","270,575"
,BKDSMD7,Amerant Bancorp Inc.,AMTBB,<0.01%,Regional Banks,US,---,"$6,146,990.90","314,585"
,BNKH4B0,ONE Group Hospitality Inc.,STKS,<0.01%,Restaurants,US,---,"$6,135,186.64","556,732"
,2300087,Eastern Co.,EML,<0.01%,Industrial Machinery,US,---,"$6,122,868.75","201,875"
,BKX9NM6,Oncorus Inc.,ONCR,<0.01%,Biotechnology,US,---,"$6,113,827.80","443,031"
,2068512,BRT Apartments Corp.,BRT,<0.01%,Residential REITs,US,---,"$6,096,015.72","351,558"
,2232072,Crawford & Co.,CRD.B,<0.01%,Insurance Brokers,US,---,"$6,089,144.00","708,040"
,BZ1L7N8,SharpSpring Inc.,SHSP,<0.01%,Application Software,US,---,"$6,076,937.55","359,795"
,2532556,National Bankshares Inc.,NKSH,<0.01%,Regional Banks,US,---,"$6,072,904.62","173,462"
,BJXSDM6,Northeast Bank,NBN,<0.01%,Regional Banks,US,---,"$6,068,807.38","203,174"
,B1L8399,Carrols Restaurant Group Inc.,TAST,<0.01%,Restaurants,US,---,"$6,062,413.21","1,008,721"
,2730327,Regis Corp.,RGS,<0.01%,Specialized Consumer Services,US,---,"$6,044,060.88","645,733"
,2011970,CECO Environmental Corp.,CECE,<0.01%,Environmental & Facilities Services,US,---,"$6,031,190.20","842,345"
,BYSTY59,BayCom Corp.,BCML,<0.01%,Regional Banks,US,---,"$6,029,566.55","335,909"
,BKLTT20,PCB Bancorp,PCB,<0.01%,Regional Banks,US,---,"$6,027,501.90","374,379"
,BDB2RP9,Airgain Inc.,AIRG,<0.01%,Electronic Components,US,---,"$6,004,894.54","291,217"
,BMN9870,Heritage Insurance Holdings Inc.,HRTG,<0.01%,Property & Casualty Insurance,US,---,"$5,992,314.90","698,405"
,BZ03R68,Zynerba Pharmaceuticals Inc.,ZYNE,<0.01%,Pharmaceuticals,US,---,"$5,970,182.91","1,128,579"
,BYQQ3Q6,Zedge Inc.,ZDGE,<0.01%,Interactive Media & Services,US,---,"$5,926,768.12","321,932"
,BYPFK63,Ovid therapeutics Inc.,OVID,<0.01%,Biotechnology,US,---,"$5,926,007.73","1,515,603"
,BNHP503,PubMatic Inc.,PUBM,<0.01%,Internet & Direct Marketing Retail,US,---,"$5,924,535.73","151,639"
,B432Y19,VOXX International Corp.,VOXX,<0.01%,Consumer Electronics,US,---,"$5,906,209.71","421,571"
,BKBVW83,Oncternal Therapeutics Inc.,ONCT,<0.01%,Biotechnology,US,---,"$5,900,991.50","1,242,314"
,BYP4YB3,Conformis Inc.,CFMS,<0.01%,Health Care Equipment,US,---,"$5,889,354.70","5,121,178"
,2446367,Hurco Cos. Inc.,HURC,<0.01%,Industrial Machinery,US,---,"$5,886,090.00","168,174"
,B3MY9Y7,Territorial Bancorp Inc.,TBNK,<0.01%,Thrifts & Mortgage Finance,US,---,"$5,856,598.58","225,514"
,2147734,Timberland Bancorp Inc./WA,TSBK,<0.01%,Thrifts & Mortgage Finance,US,---,"$5,856,018.12","208,251"
,BL25XY4,Adamas Pharmaceuticals Inc.,ADMS,<0.01%,Biotechnology,US,---,"$5,837,061.12","1,105,504"
,BMVX2Y9,Orbital Energy Group Inc.,OEG,<0.01%,Construction & Engineering,US,---,"$5,834,946.36","1,335,228"
,2499026,LSI Industries Inc.,LYTS,<0.01%,Electrical Components & Equipment,US,---,"$5,830,831.44","727,944"
,2794204,IntriCon Corp.,IIN,<0.01%,Health Care Equipment,US,---,"$5,830,008.16","259,342"
,BK1MBC3,Inhibrx Inc.,INBX,<0.01%,Biotechnology,US,---,"$5,819,736.96","211,473"
,B00G8B4,Greenhill & Co. Inc.,GHL,<0.01%,Investment Banking & Brokerage,US,---,"$5,816,639.20","373,820"
,2002543,Universal Technical Institute Inc.,UTI,<0.01%,Education Services,US,---,"$5,812,885.32","895,668"
,2461229,Independence Holding Co.,IHC,<0.01%,Life & Health Insurance,US,---,"$5,804,220.24","125,307"
,BFXH9T4,US Xpress Enterprises Inc.,USX,<0.01%,Trucking,US,---,"$5,789,554.40","673,204"
,2848253,BCB Bancorp Inc.,BCBP,<0.01%,Regional Banks,US,---,"$5,782,921.65","429,957"
,2610913,Fidelity D&D Bancorp Inc.,FDBC,<0.01%,Regional Banks,US,---,"$5,781,071.90","106,859"
,2239794,Culp Inc.,CULP,<0.01%,Textiles,US,---,"$5,780,550.50","354,635"
,BD1XH30,SandRidge Energy Inc.,SD,<0.01%,Oil & Gas Exploration & Production,US,---,"$5,773,467.76","919,342"
,2495507,KVH Industries Inc.,KVHI,<0.01%,Communications Equipment,US,---,"$5,764,776.30","468,681"
,2493073,Codorus Valley Bancorp Inc.,CVLY,<0.01%,Regional Banks,US,---,"$5,762,181.36","287,534"
,B0BV2Y9,Lincoln Educational Services Corp.,LINC,<0.01%,Education Services,US,---,"$5,758,522.60","740,170"
,BYZLWZ4,HF Foods Group Inc.,HFFG,<0.01%,Food Distributors,US,---,"$5,750,912.41","1,087,129"
,BMHL117,Hall of Fame Resort & Entertainment Co.,HOFV,<0.01%,Leisure Facilities,US,---,"$5,750,588.22","1,463,254"
,BDRW1N9,Jounce Therapeutics Inc.,JNCE,<0.01%,Biotechnology,US,---,"$5,707,906.40","839,398"
,BGMGBT3,Richmond Mutual BanCorp Inc.,RMBI,<0.01%,Regional Banks,US,---,"$5,702,617.40","382,726"
,B54K572,QAD Inc.,QADB,<0.01%,Application Software,US,---,"$5,689,773.79","65,999"
,2095145,Parke Bancorp Inc.,PKBK,<0.01%,Regional Banks,US,---,"$5,685,153.12","290,652"
,2879123,Team Inc.,TISI,<0.01%,Environmental & Facilities Services,US,---,"$5,675,040.70","847,021"
,2933353,VAALCO Energy Inc.,EGY,<0.01%,Oil & Gas Exploration & Production,US,---,"$5,668,650.00","1,744,200"
,B8L2798,Hemisphere Media Group Inc.,HMTV,<0.01%,Broadcasting,US,---,"$5,642,783.60","478,202"
,BDW0D09,Applied Optoelectronics Inc.,AAOI,<0.01%,Communications Equipment,US,---,"$5,626,858.16","664,328"
,2761424,Stratus Properties Inc.,STRS,<0.01%,Real Estate Development,US,---,"$5,595,106.66","226,798"
,2706704,PDL BioPharma Inc.,PDLI,<0.01%,Biotechnology,US,---,"$5,577,756.47","2,258,201"
,2554345,1st Constitution Bancorp,FCCY,<0.01%,Regional Banks,US,---,"$5,577,341.23","269,567"
,B066PX9,Universal Logistics Holdings Inc.,ULH,<0.01%,Trucking,US,---,"$5,547,613.50","238,095"
,2515773,Lifetime Brands Inc.,LCUT,<0.01%,Housewares & Specialties,US,---,"$5,546,385.00","370,500"
,BDD0HG2,Rimini Street Inc.,RMNI,<0.01%,Application Software,US,---,"$5,540,636.64","899,454"
,BK1VSN0,Jaguar Health Inc.,JAGX,<0.01%,Pharmaceuticals,US,---,"$5,513,884.00","3,489,800"
,BMG5660,JOANN Inc.,JOAN,<0.01%,Specialty Stores,US,---,"$5,489,268.75","348,525"
,BJDX8Z9,Fulcrum Therapeutics Inc.,FULC,<0.01%,Pharmaceuticals,US,---,"$5,486,552.48","523,526"
,2283917,LCNB Corp.,LCNB,<0.01%,Regional Banks,US,---,"$5,485,423.30","335,090"
,B1DZ912,Gold Resource Corp.,GORO,<0.01%,Gold,US,---,"$5,480,092.86","2,124,067"
,BCRXSS9,Bankwell Financial Group Inc.,BWFG,<0.01%,Regional Banks,US,---,"$5,460,530.76","197,559"
,B4NKX38,AG Mortgage Investment Trust Inc.,MITT,<0.01%,Mortgage REITs,US,---,"$5,457,807.25","1,278,175"
,BLP68D8,HC2 Holdings Inc.,HCHC,<0.01%,Construction & Engineering,US,---,"$5,455,799.92","1,370,804"
,BMTVQS7,Summit Therapeutics Inc.,SMMT,<0.01%,Biotechnology,US,---,"$5,455,520.38","731,303"
,BD9PS13,AquaBounty Technologies Inc.,AQB,<0.01%,Biotechnology,US,---,"$5,445,122.16","1,015,881"
,BLB0YH0,Day One Biopharmaceuticals Inc.,DAWN,<0.01%,Biotechnology,US,---,"$5,436,656.28","238,764"
,BL56FF9,Nuvve Holding Corp.,NVVE,<0.01%,Electrical Components & Equipment,US,---,"$5,432,642.00","393,100"
,B00MZ00,Ames National Corp.,ATLO,<0.01%,Regional Banks,US,---,"$5,426,808.12","221,412"
,2321561,Escalade Inc.,ESCA,<0.01%,Leisure Products,US,---,"$5,425,265.25","236,395"
,BKTN054,TFF Pharmaceuticals Inc.,TFFP,<0.01%,Pharmaceuticals,US,---,"$5,402,857.32","562,212"
,BLH01B7,Novan Inc.,NOVN,<0.01%,Pharmaceuticals,US,---,"$5,368,458.64","533,644"
,BFTHC55,Community Financial Corp.,TCFC,<0.01%,Regional Banks,US,---,"$5,351,778.00","155,124"
,BZ57GY6,Surface Oncology Inc.,SURF,<0.01%,Biotechnology,US,---,"$5,340,949.70","715,945"
,BN0TQF4,Zeta Global Holdings Corp.,ZETA,<0.01%,Application Software,US,---,"$5,328,447.60","634,339"
,BN4N942,Agrify Corp.,AGFY,<0.01%,Agricultural & Farm Machinery,US,---,"$5,314,266.30","446,577"
,BYM7727,Horizon Global Corp.,HZN,<0.01%,Auto Parts & Equipment,US,---,"$5,309,353.44","626,103"
,2932037,Asure Software Inc.,ASUR,<0.01%,Application Software,US,---,"$5,308,331.33","598,459"
,BN2BDY6,Laird Superfood Inc.,LSF,<0.01%,Packaged Foods & Meats,US,---,"$5,305,658.75","177,625"
,2754888,Retractable Technologies Inc.,RVP,<0.01%,Health Care Supplies,US,---,"$5,288,052.64","457,444"
,BGQT8S6,Capital Bancorp Inc.,CBNK,<0.01%,Regional Banks,US,---,"$5,264,770.70","257,446"
,2331786,Farmer Bros Co.,FARM,<0.01%,Packaged Foods & Meats,US,---,"$5,263,786.62","414,798"
,BMW3X78,Trecora Resources,TREC,<0.01%,Commodity Chemicals,US,---,"$5,263,556.48","632,639"
,BY7RH33,FVCBankcorp Inc.,FVCB,<0.01%,Regional Banks,US,---,"$5,263,350.70","304,945"
,2864141,Superior Industries International Inc.,SUP,<0.01%,Auto Parts & Equipment,US,---,"$5,236,934.46","607,533"
,B9NSBM2,ADMA Biologics Inc.,ADMA,<0.01%,Biotechnology,US,---,"$5,229,142.40","3,268,214"
,BMD2S79,Ondas Holdings Inc.,ONDS,<0.01%,Communications Equipment,US,---,"$5,224,932.88","658,052"
,BZ56Q10,MICT Inc.,MICT,<0.01%,Electronic Equipment & Instruments,US,---,"$5,224,122.54","2,232,531"
,2603247,Delta Apparel Inc.,DLA,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$5,222,973.60","176,930"
,BKMQX40,Alpine Income Property Trust Inc.,PINE,<0.01%,Diversified REITs,US,---,"$5,218,517.40","274,370"
,BYX05K9,Aqua Metals Inc.,AQMS,<0.01%,Environmental & Facilities Services,US,---,"$5,218,299.00","1,739,433"
,2580447,Medallion Financial Corp.,MFIN,<0.01%,Consumer Finance,US,---,"$5,213,250.58","588,403"
,BM991H5,VYNE Therapeutics Inc.,VYNE,<0.01%,Pharmaceuticals,US,---,"$5,188,095.90","1,478,090"
,BMXDBQ2,LifeMD Inc.,LFMD,<0.01%,Personal Products,US,---,"$5,179,748.46","439,707"
,BMPRJ46,AFC Gamma Inc.,AFCG,<0.01%,Mortgage REITs,US,---,"$5,166,630.00","250,200"
,2929211,Village Super Market Inc.,VLGEA,<0.01%,Food Retail,US,---,"$5,156,307.24","219,324"
,BD0R8C9,MainStreet Bancshares Inc.,MNSB,<0.01%,Regional Banks,US,---,"$5,153,614.04","228,238"
,BYT2PJ8,Bank of Princeton,BPRN,<0.01%,Regional Banks,US,---,"$5,152,887.77","179,731"
,B4WCCG1,Mistras Group Inc.,MG,<0.01%,Research & Consulting Services,US,---,"$5,149,160.43","523,821"
,BKZ8V05,Genasys Inc.,GNSS,<0.01%,Communications Equipment,US,---,"$5,144,777.44","938,828"
,2848714,Strattec Security Corp.,STRT,<0.01%,Auto Parts & Equipment,US,---,"$5,132,506.86","115,441"
,BNZB473,Spok Holdings Inc.,SPOK,<0.01%,Wireless Telecommunication Services,US,---,"$5,128,672.12","533,126"
,2549233,Norwood Financial Corp.,NWFL,<0.01%,Regional Banks,US,---,"$5,117,918.00","196,843"
,B8421W6,Western Asset Mortgage Capital Corp.,WMC,<0.01%,Mortgage REITs,US,---,"$5,115,665.75","1,574,051"
,BF5R077,Meridian Corp.,MRBK,<0.01%,Regional Banks,US,---,"$5,106,491.25","194,533"
,BDRTC59,Falcon Minerals Corp.,FLMN,<0.01%,Oil & Gas Exploration & Production,US,---,"$5,096,743.68","1,003,296"
,BF22688,Hamilton Beach Brands Holding Co.,HBB,<0.01%,Household Appliances,US,---,"$5,086,868.86","228,418"
,BC30V41,Tiptree Inc.,TIPT,<0.01%,Property & Casualty Insurance,US,---,"$5,078,283.60","546,052"
,2494515,C&F Financial Corp.,CFFI,<0.01%,Regional Banks,US,---,"$5,056,803.00","99,153"
,2701657,Premier Financial Bancorp Inc.,PFBI,<0.01%,Regional Banks,US,---,"$5,043,221.85","299,301"
,BKSJ569,Fathom Holdings Inc.,FTHM,<0.01%,Real Estate Services,US,---,"$5,039,331.15","153,685"
,BF8H8T2,Cherry Hill Mortgage Investment Corp.,CHMI,<0.01%,Mortgage REITs,US,---,"$5,025,730.74","509,709"
,BF0T595,Wrap Technologies Inc.,WRAP,<0.01%,Electronic Equipment & Instruments,US,---,"$5,025,224.60","640,156"
,2019736,inTEST Corp.,INTT,<0.01%,Semiconductor Equipment,US,---,"$5,010,892.77","298,801"
,B8XBPS8,Silvercrest Asset Management Group Inc.,SAMG,<0.01%,Asset Management & Custody Banks,US,---,"$5,010,064.64","333,116"
,BFFXYQ2,Solid Biosciences Inc.,SLDB,<0.01%,Biotechnology,US,---,"$5,009,313.90","1,368,665"
,2162920,Luby's Inc.,LUB,<0.01%,Restaurants,US,---,"$4,994,933.76","1,300,764"
,BD6P6L2,Bioventus Inc.,BVS,<0.01%,Health Care Supplies,US,---,"$4,987,611.20","283,387"
,BYNXZ97,Goodrich Petroleum Corp.,GDP,<0.01%,Oil & Gas Exploration & Production,US,---,"$4,986,858.88","334,016"
,2421546,Republic First Bancorp Inc.,FRBK,<0.01%,Regional Banks,US,---,"$4,984,256.13","1,249,187"
,BJ0LV13,Immunic Inc.,IMUX,<0.01%,Biotechnology,US,---,"$4,976,088.80","405,880"
,BD8R2J6,Checkpoint Therapeutics Inc.,CKPT,<0.01%,Biotechnology,US,---,"$4,960,368.95","1,681,481"
,BMF7DT9,Foghorn Therapeutics Inc.,FHTX,<0.01%,Biotechnology,US,---,"$4,949,620.94","463,882"
,2348225,LB Foster Co.,FSTR,<0.01%,Industrial Machinery,US,---,"$4,945,415.68","265,312"
,BFXSFB1,Red Violet Inc.,RDVT,<0.01%,Research & Consulting Services,US,---,"$4,922,877.12","209,306"
,BL2HYY7,Casper Sleep Inc.,CSPR,<0.01%,Home Furnishings,US,---,"$4,909,111.84","595,766"
,2500951,Lakeland Industries Inc.,LAKE,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$4,908,000.02","219,794"
,BDRKBH7,Evofem Biosciences Inc.,EVFM,<0.01%,Pharmaceuticals,US,---,"$4,894,927.22","4,331,794"
,BYXGN81,Savara Inc.,SVRA,<0.01%,Biotechnology,US,---,"$4,883,190.50","2,872,465"
,B1L2QM5,MediciNova Inc.,MNOV,<0.01%,Biotechnology,US,---,"$4,867,108.50","1,145,202"
,BPN6883,T2 Biosystems Inc.,TTOO,<0.01%,Biotechnology,US,---,"$4,865,483.98","4,088,642"
,2521446,Alaska Communications Systems Group Inc.,ALSK,<0.01%,Integrated Telecommunication Services,US,---,"$4,856,791.68","1,458,496"
,BFY66V1,Waitr Holdings Inc.,WTRH,<0.01%,Internet & Direct Marketing Retail,US,---,"$4,853,205.60","2,726,520"
,BLCD876,Vor BioPharma Inc.,VOR,<0.01%,Biotechnology,US,---,"$4,836,392.60","259,324"
,BJLD0Y4,Mayville Engineering Co. Inc.,MEC,<0.01%,Industrial Machinery,US,---,"$4,814,535.10","239,410"
,BZ1NTH2,Verrica Pharmaceuticals Inc.,VRCA,<0.01%,Pharmaceuticals,US,---,"$4,812,929.90","425,923"
,BN8ZSS1,Cedar Realty Trust Inc.,CDR,<0.01%,Retail REITs,US,---,"$4,807,601.08","285,487"
,2524296,PFSweb Inc.,PFSW,<0.01%,IT Consulting & Other Services,US,---,"$4,801,464.90","650,605"
,2748869,Shore Bancshares Inc.,SHBI,<0.01%,Regional Banks,US,---,"$4,796,731.00","286,372"
,2016425,Alico Inc.,ALCO,<0.01%,Agricultural Products,US,---,"$4,790,193.60","134,556"
,BMD02L5,UiPath Inc.,PATH,<0.01%,Systems Software,US,---,"$4,789,065.00","70,500"
,BZ0XMW9,Remark Holdings Inc.,MARK,<0.01%,Internet & Direct Marketing Retail,US,---,"$4,785,367.08","2,572,778"
,B28HSP7,Pzena Investment Management Inc.,PZN,<0.01%,Asset Management & Custody Banks,US,---,"$4,778,009.70","433,970"
,B054JQ5,Mackinac Financial Corp.,MFNC,<0.01%,Regional Banks,US,---,"$4,770,716.08","241,433"
,2226741,Innodata Inc.,INOD,<0.01%,Data Processing & Outsourced Services,US,---,"$4,766,790.00","680,970"
,B29W5V6,Orion Energy Systems Inc.,OESX,<0.01%,Electrical Components & Equipment,US,---,"$4,765,967.61","831,757"
,BKZGXY7,Energous Corp.,WATT,<0.01%,Electrical Components & Equipment,US,---,"$4,763,600.17","1,659,791"
,BDGKSC2,SilverBow Resources Inc.,SBOW,<0.01%,Oil & Gas Exploration & Production,US,---,"$4,761,400.32","205,056"
,2083968,Unity Bancorp Inc.,UNTY,<0.01%,Regional Banks,US,---,"$4,760,572.95","215,899"
,2023931,Indus Realty Trust Inc.,GRIF,<0.01%,Real Estate Operating Companies,US,---,"$4,755,751.65","72,441"
,BN4GB34,Heat Biologics Inc.,HTBX,<0.01%,Biotechnology,US,---,"$4,744,488.48","704,976"
,B725NJ1,Genie Energy Ltd.,GNE,<0.01%,Electric Utilities,US,---,"$4,732,100.00","748,750"
,BF49P79,Potbelly Corp.,PBPB,<0.01%,Restaurants,US,---,"$4,717,793.10","597,189"
,BKSLTN0,ContraFect Corp.,CFRX,<0.01%,Biotechnology,US,---,"$4,709,236.40","1,070,281"
,2575045,Gencor Industries Inc.,GENC,<0.01%,Industrial Machinery,US,---,"$4,708,230.40","387,190"
,BHBFXS1,Virginia National Bankshares Corp.,VABK,<0.01%,Regional Banks,US,---,"$4,707,012.26","121,034"
,BP84RX0,Townsquare Media Inc.,TSQ,<0.01%,Broadcasting,US,---,"$4,699,076.25","368,555"
,2552565,Evans Bancorp Inc.,EVBN,<0.01%,Regional Banks,US,---,"$4,682,168.40","126,204"
,B1VXG40,ESSA Bancorp Inc.,ESSA,<0.01%,Thrifts & Mortgage Finance,US,---,"$4,671,805.60","285,040"
,2117920,Riverview Bancorp Inc.,RVSB,<0.01%,Thrifts & Mortgage Finance,US,---,"$4,663,241.89","657,721"
,2713395,ChoiceOne Financial Services Inc.,COFS,<0.01%,Regional Banks,US,---,"$4,657,723.98","192,309"
,BFXX646,Marker Therapeutics Inc.,MRKR,<0.01%,Biotechnology,US,---,"$4,652,026.47","1,667,393"
,BG0WPH9,SELLAS Life Sciences Group Inc.,SLS,<0.01%,Biotechnology,US,---,"$4,647,914.10","418,731"
,2908685,Twin Disc Inc.,TWIN,<0.01%,Construction Machinery & Heavy Trucks,US,---,"$4,647,503.77","326,599"
,2591063,Pixelworks Inc.,PXLW,<0.01%,Semiconductors,US,---,"$4,636,791.83","1,359,763"
,B1WTHL1,Orion Group Holdings Inc.,ORN,<0.01%,Construction & Engineering,US,---,"$4,617,917.00","803,116"
,BWX70S9,DHI Group Inc.,DHX,<0.01%,Interactive Media & Services,US,---,"$4,616,637.22","1,365,869"
,BP4WT32,Spark Energy Inc.,SPKE,<0.01%,Electric Utilities,US,---,"$4,615,275.50","407,350"
,2475811,Intevac Inc.,IVAC,<0.01%,"Technology Hardware, Storage & Periphera",US,---,"$4,614,931.92","684,708"
,BF2CWX5,NI Holdings Inc.,NODK,<0.01%,Property & Casualty Insurance,US,---,"$4,607,833.90","242,390"
,BK8QFH1,Pioneer Bancorp Inc./NY,PBFS,<0.01%,Thrifts & Mortgage Finance,US,---,"$4,595,991.24","382,362"
,2622747,Nathan's Famous Inc.,NATH,<0.01%,Restaurants,US,---,"$4,590,511.80","64,365"
,BD0PZP5,Cinedigm Corp.,CIDM,<0.01%,Movies & Entertainment,US,---,"$4,566,246.54","3,539,726"
,2766902,Safeguard Scientifics Inc.,SFE,<0.01%,Asset Management & Custody Banks,US,---,"$4,564,486.32","588,207"
,BD06KV9,OP Bancorp,OPBK,<0.01%,Thrifts & Mortgage Finance,US,---,"$4,526,114.72","449,912"
,BCFKQV1,Marrone Bio Innovations Inc.,MBII,<0.01%,Fertilizers & Agricultural Chemicals,US,---,"$4,521,232.44","2,723,634"
,BH7QXJ9,Adamis Pharmaceuticals Corp.,ADMP,<0.01%,Pharmaceuticals,US,---,"$4,502,133.90","4,092,849"
,BK4W379,Exagen Inc.,XGN,<0.01%,Health Care Services,US,---,"$4,494,871.42","299,858"
,2022585,StarTek Inc.,SRT,<0.01%,Data Processing & Outsourced Services,US,---,"$4,494,416.89","630,353"
,BYZPKW9,Overseas Shipholding Group Inc.,OSG,<0.01%,Oil & Gas Storage & Transportation,US,---,"$4,490,164.36","2,148,404"
,BJ9NDZ8,NeuBase Therapeutics Inc.,NBSE,<0.01%,Biotechnology,US,---,"$4,482,108.38","935,722"
,BK598S5,Amplify Energy Corp.,AMPY,<0.01%,Oil & Gas Exploration & Production,US,---,"$4,465,837.80","1,102,676"
,BYZLX40,IZEA Worldwide Inc.,IZEA,<0.01%,Interactive Media & Services,US,---,"$4,464,445.65","1,750,763"
,BMTD348,XpresSpa Group Inc.,XSPA,<0.01%,Specialized Consumer Services,US,---,"$4,449,133.92","2,889,048"
,BMXNGZ6,Larimar Therapeutics Inc.,LRMR,<0.01%,Biotechnology,US,---,"$4,438,168.64","451,952"
,BJBZRJ4,HBT Financial Inc.,HBT,<0.01%,Regional Banks,US,---,"$4,428,442.42","254,362"
,B5STJG2,AcelRx Pharmaceuticals Inc.,ACRX,<0.01%,Pharmaceuticals,US,---,"$4,411,335.60","3,196,620"
,BZCNLM0,Western New England Bancorp Inc.,WNEB,<0.01%,Thrifts & Mortgage Finance,US,---,"$4,408,163.85","540,879"
,BYRD7L9,Cerecor Inc.,CERC,<0.01%,Pharmaceuticals,US,---,"$4,390,714.02","1,342,726"
,B8XB4X6,Ellington Residential Mortgage REIT,EARN,<0.01%,Mortgage REITs,US,---,"$4,385,337.22","372,586"
,2380904,Graham Corp.,GHM,<0.01%,Industrial Machinery,US,---,"$4,380,220.80","318,330"
,BLFH013,Actinium Pharmaceuticals Inc.,ATNM,<0.01%,Biotechnology,US,---,"$4,364,698.45","551,795"
,2215114,Computer Task Group Inc.,CTG,<0.01%,IT Consulting & Other Services,US,---,"$4,364,225.72","451,316"
,2552866,Penns Woods Bancorp Inc.,PWOD,<0.01%,Regional Banks,US,---,"$4,359,202.92","183,006"
,BK1K484,89bio Inc.,ETNB,<0.01%,Biotechnology,US,---,"$4,355,099.10","232,893"
,2190921,Chemung Financial Corp.,CHMG,<0.01%,Regional Banks,US,---,"$4,345,304.46","98,066"
,BHNGS32,AYRO Inc.,DCAR,<0.01%,Specialized Consumer Services,US,---,"$4,345,152.00","890,400"
,BJKGLW9,Inmune Bio Inc.,INMB,<0.01%,Biotechnology,US,---,"$4,337,154.50","246,850"
,BKT61V6,Emerald Holding Inc.,EEX,<0.01%,Advertising,US,---,"$4,333,177.31","803,929"
,BFYX311,PhaseBio Pharmaceuticals Inc.,PHAS,<0.01%,Biotechnology,US,---,"$4,299,587.16","1,155,803"
,2279897,Bel Fuse Inc.,BELFB,<0.01%,Electronic Components,US,---,"$4,298,889.60","298,534"
,2958293,Westwood Holdings Group Inc.,WHG,<0.01%,Asset Management & Custody Banks,US,---,"$4,293,900.80","197,330"
,BFXSF77,Lazydays Holdings Inc.,LAZY,<0.01%,Automotive Retail,US,---,"$4,283,400.00","194,700"
,BK5MWR1,Cabaletta Bio Inc.,CABA,<0.01%,Biotechnology,US,---,"$4,279,325.60","497,596"
,BYYMYP2,Lifevantage Corp.,LFVN,<0.01%,Personal Products,US,---,"$4,272,782.85","581,331"
,BKRVPJ9,Applied Genetic Technologies Corp./DE,AGTC,<0.01%,Biotechnology,US,---,"$4,236,289.50","1,083,450"
,BJXD2J1,Second Sight Medical Products Inc.,EYES,<0.01%,Health Care Equipment,US,---,"$4,228,447.34","855,961"
,BDD1B52,First Western Financial Inc.,MYFW,<0.01%,Regional Banks,US,---,"$4,227,655.77","163,293"
,2620473,Pacific Mercantile Bancorp,PMBC,<0.01%,Regional Banks,US,---,"$4,221,937.80","490,923"
,BMVBW09,Finance Of America Cos. Inc.,FOA,<0.01%,Thrifts & Mortgage Finance,US,---,"$4,219,390.00","553,000"
,2516817,Arlington Asset Investment Corp.,AAIC,<0.01%,Mortgage REITs,US,---,"$4,210,382.40","1,037,040"
,BG85PB4,Select Interior Concepts Inc.,SIC,<0.01%,Specialized Consumer Services,US,---,"$4,183,216.20","445,023"
,BJ5K4M7,Hookipa Pharma Inc.,HOOK,<0.01%,Biotechnology,US,---,"$4,176,236.36","455,921"
,2482026,Northern Technologies International Corp.,NTIC,<0.01%,Specialty Chemicals,US,---,"$4,176,017.40","240,001"
,BD5G1Z5,Esquire Financial Holdings Inc.,ESQ,<0.01%,Regional Banks,US,---,"$4,166,720.70","175,811"
,BDH32T5,Aspen Group Inc./CO,ASPU,<0.01%,Education Services,US,---,"$4,161,096.60","638,205"
